SciName_orig,OTU_BCG,Modified,Rationale,CommonName
NOTROPIS PERCOBROMUS,NOTROPIS PERCOBROMUS,FALSE,,CARMINE SHINER
NOTROPIS POTTERI,NOTROPIS POTTERI,FALSE,,CHUB SHINER
NOTROPIS RUBELLUS,NOTROPIS RUBELLUS,FALSE,,ROSYFACE SHINER
NOTROPIS SHUMARDI,NOTROPIS SHUMARDI,FALSE,,SILVERBAND SHINER
NOTROPIS STRAMINEUS,NOTROPIS STRAMINEUS,FALSE,,SAND SHINER
NOTROPIS SUTTKUSI,NOTROPIS SUTTKUSI,FALSE,,ROCKY SHINER
NOTROPIS TELESCOPUS,NOTROPIS TELESCOPUS,FALSE,,TELESCOPE SHINER
NOTROPIS TEXANUS,NOTROPIS TEXANUS,FALSE,,WEED SHINER
NOTROPIS TOPEKA,NOTROPIS TOPEKA,FALSE,,TOPEKA SHINER
NOTROPIS VOLUCELLUS,NOTROPIS VOLUCELLUS,FALSE,,MIMIC SHINER
NOTROPIS WICKLIFFI,NOTROPIS WICKLIFFI,FALSE,,CHANNEL SHINER
NOTURUS,NOTURUS,FALSE,,MADTOM
NOTURUS ALBATER,NOTURUS ALBATER,FALSE,,OZARK MADTOM
NOTURUS ELEUTHERUS,NOTURUS ELEUTHERUS,FALSE,,MOUNTAIN MADTOM
NOTURUS EXILIS,NOTURUS EXILIS,FALSE,,SLENDER MADTOM
NOTURUS FLAVATER,NOTURUS FLAVATER,FALSE,,CHECKERED MADTOM
NOTURUS FLAVUS,NOTURUS FLAVUS,FALSE,,STONECAT
NOTURUS GYRINUS,NOTURUS GYRINUS,FALSE,,TADPOLE MADTOM
NOTURUS MIURUS,NOTURUS MIURUS,FALSE,,BRINDLED MADTOM
NOTURUS NOCTURNUS,NOTURUS NOCTURNUS,FALSE,,FRECKLED MADTOM
NOTURUS PLACIDUS,NOTURUS PLACIDUS,FALSE,,NEOSHO MADTOM
ONCHORHYNCHUS CLARKI,ONCHORHYNCHUS CLARKI,FALSE,,CUTTHROAT TROUT
ONCORHYNCHUS KISUTCH,ONCORHYNCHUS KISUTCH,FALSE,,COHO SALMON
ONCORHYNCHUS MYKISS,ONCORHYNCHUS MYKISS,FALSE,,RAINBOW TROUT
PERCA FLAVESCENS,PERCA FLAVESCENS,FALSE,,YELLOW PERCH
PERCIDAE,PERCIDAE,FALSE,,PERCHES
PERCINA,PERCINA,FALSE,,ROUGHBELLY DARTERS
PERCINA CAPRODES,PERCINA CAPRODES,FALSE,,LOGPERCH
PERCINA COPELANDI,PERCINA COPELANDI,FALSE,,CHANNEL DARTER
PERCINA CYMATOTAENIA,PERCINA CYMATOTAENIA,FALSE,,BLUESTRIPE DARTER
PERCINA EVIDES,PERCINA EVIDES,FALSE,,GILT DARTER
PERCINA FULVITAENIA,PERCINA FULVITAENIA,FALSE,,OZARK LOGPERCH
PERCINA MACROLEPIDA,PERCINA MACROLEPIDA,FALSE,,BIGSCALE LOGPERCH
PERCINA MACULATA,PERCINA MACULATA,FALSE,,BLACKSIDE DARTER
PERCINA NASUTA,PERCINA NASUTA,FALSE,,LONGNOSE DARTER
PERCINA PANTHERINA,PERCINA PANTHERINA,FALSE,,LEOPARD DARTER
PERCINA PHOXOCEPHALA,PERCINA PHOXOCEPHALA,FALSE,,SLENDERHEAD DARTER
PERCINA PHOXOCEPHALA X CAPRODES,PERCINA PHOXOCEPHALA X CAPRODES,FALSE,,SLENDERHEAD DARTER X LOGPERCH
PERCINA SCIERA,PERCINA SCIERA,FALSE,,DUSKY DARTER
PERCINA SHUMARDI,PERCINA SHUMARDI,FALSE,,RIVER DARTER
PERCINA URANIDEA,PERCINA URANIDEA,FALSE,,STARGAZING DARTER
PERCINA VIGIL,PERCINA VIGIL,FALSE,,SADDLEBACK DARTER
PERCOPSIS OMISCOMAYCUS,PERCOPSIS OMISCOMAYCUS,FALSE,,TROUT-PERCH
PETROMYZONTIDAE,PETROMYZONTIDAE,FALSE,,LAMPREY
PETROMYZONTIFORMES AMMOCOETE,PETROMYZONTIFORMES AMMOCOETE,FALSE,,LAMPREY
PHENACOBIUS MIRABILIS,PHENACOBIUS MIRABILIS,FALSE,,SUCKERMOUTH MINNOW
PHOXINUS,PHOXINUS,FALSE,,DACE
PIMEPHALES NOTATUS,PIMEPHALES NOTATUS,FALSE,,BLUNTNOSE MINNOW
PIMEPHALES PROMELAS,PIMEPHALES PROMELAS,FALSE,,FATHEAD MINNOW
PIMEPHALES TENELLUS,PIMEPHALES TENELLUS,FALSE,,SLIM MINNOW
PIMEPHALES VIGILAX,PIMEPHALES VIGILAX,FALSE,,BULLHEAD MINNOW
PLATYGOBIO GRACILIS,PLATYGOBIO GRACILIS,FALSE,,FLATHEAD CHUB
POLYODON SPATHULA,POLYODON SPATHULA,FALSE,,PADDLEFISH
POMOXIS,POMOXIS,FALSE,,CRAPPIES
POMOXIS ANNULARIS,POMOXIS ANNULARIS,FALSE,,WHITE CRAPPIE
POMOXIS NIGROMACULATUS,POMOXIS NIGROMACULATUS,FALSE,,BLACK CRAPPIE
PYLODICTIS OLIVARIS,PYLODICTIS OLIVARIS,FALSE,,FLATHEAD CATFISH
RHINICHTHYS ATRATULUS,RHINICHTHYS ATRATULUS,FALSE,,EASTERN BLACKNOSE DACE
RHINICHTHYS CATARACTAE,RHINICHTHYS CATARACTAE,FALSE,,LONGNOSE DACE
RHINICHTHYS OBTUSUS,RHINICHTHYS OBTUSUS,FALSE,,WESTERN BLACKNOSE DACE
SALMO TRUTTA,SALMO TRUTTA,FALSE,,BROWN TROUT
SALMO TRUTTA X SALVELINUS FONTINALIS,SALMO TRUTTA X SALVELINUS FONTINALIS,FALSE,,TIGER TROUT
SALVELINUS FONTINALIS,SALVELINUS FONTINALIS,FALSE,,BROOK TROUT
SANDER CANADENSIS,SANDER CANADENSIS,FALSE,,SAUGER
SANDER VITREUS,SANDER VITREUS,FALSE,,WALLEYE
SANDER VITREUS X CANADENSIS,SANDER VITREUS X CANADENSIS,FALSE,,SAUGEYE
SCAPHIRHYNCHUS PLATORYNCHUS,SCAPHIRHYNCHUS PLATORYNCHUS,FALSE,,SHOVELNOSE STURGEON
SEMOTILUS ATROMACULATUS,SEMOTILUS ATROMACULATUS,FALSE,,CREEK CHUB
UMBRA LIMI,UMBRA LIMI,FALSE,,CENTRAL MUDMINNOW
UNIDENTIFIED,UNIDENTIFIED,FALSE,,UNIDENTIFIED
alosa chrysochloris,ALOSA CHRYSOCHLORIS,FALSE,No change,SKIPJACK HERRING
alosa pseudoharengus,ALOSA PSEUDOHARENGUS,FALSE,,ALEWIFE
ambloplites ariommus,AMBLOPLITES ARIOMMUS,FALSE,,SHADOW BASS
ambloplites constellatus,AMBLOPLITES CONSTELLATUS,FALSE,,OZARK BASS
ambloplites rupestris,AMBLOPLITES RUPESTRIS,FALSE,,ROCK BASS
ameiurus,AMEIURUS,FALSE,,BULLHEADS
ameiurus melas,AMEIURUS MELAS,FALSE,,BLACK BULLHEAD
ameiurus natalis,AMEIURUS NATALIS,FALSE,,YELLOW BULLHEAD
ameiurusâ nebulosus,AMEIURUSÂ NEBULOSUS,FALSE,,BROWN BULLHEAD
amia calva,AMIA CALVA,FALSE,,BOWFIN
ammocrypta clara,AMMOCRYPTA CLARA,FALSE,,WESTERN SAND DARTER
ammocrypta vivax,AMMOCRYPTA VIVAX,FALSE,,SCALY SAND DARTER
anguilla rostrata,ANGUILLA ROSTRATA,FALSE,,AMERICAN EEL
aphredoderus sayanus,APHREDODERUS SAYANUS,FALSE,,PIRATE PERCH
aplodinotus grunniens,APLODINOTUS GRUNNIENS,FALSE,,FRESHWATER DRUM
atractosteus spatula,ATRACTOSTEUS SPATULA,FALSE,,ALLIGATOR GAR
campostoma,CAMPOSTOMA,FALSE,,STONEROLLERS
campostoma anomalum,CAMPOSTOMA ANOMALUM,FALSE,,CENTRAL STONEROLLER
campostoma anomalum x rhinichthys atratulus,CAMPOSTOMA ANOMALUM X RHINICHTHYS ATRATULUS,FALSE,,CENTRAL STONEROLLER X BLACKNOSE DACE
campostoma oligolepis,CAMPOSTOMA OLIGOLEPIS,FALSE,,LARGESCALE STONEROLLER
carassius auratus,CARASSIUS AURATUS,FALSE,,GOLDFISH
carpiodes,CARPIODES,FALSE,,CARPSUCKER
carpiodes carpio,CARPIODES CARPIO,FALSE,,RIVER CARPSUCKER
carpiodes cyprinus,CARPIODES CYPRINUS,FALSE,,QUILLBACK
carpiodes velifer,CARPIODES VELIFER,FALSE,,HIGHFIN CARPSUCKER
catostomidae,CATOSTOMIDAE,FALSE,,SUCKER
catostomus catostomus,CATOSTOMUS CATOSTOMUS,FALSE,,LONGNOSE SUCKER
catostomus commersonii,CATOSTOMUS COMMERSONII,FALSE,,WHITE SUCKER
centrarchus macropterus,CENTRARCHUS MACROPTERUS,FALSE,,FLIER
chrosomus,CHROSOMUS,FALSE,,DACE
chrosomus eos,CHROSOMUS EOS,FALSE,,NORTHERN REDBELLY DACE
chrosomus erythrogaster,CHROSOMUS ERYTHROGASTER,FALSE,,SOUTHERN REDBELLY DACE
chrosomus neogaeus,CHROSOMUS NEOGAEUS,FALSE,,FINESCALE DACE
clinostomus elongatus,CLINOSTOMUS ELONGATUS,FALSE,,REDSIDE DACE
cottus,COTTUS,FALSE,,SCULPIN
cottus bairdii,COTTUS BAIRDII,FALSE,,MOTTLED SCULPIN
cottus carolinae,COTTUS CAROLINAE,FALSE,,BANDED SCULPIN
cottus cognatus,COTTUS COGNATUS,FALSE,,SLIMY SCULPIN
cottus hypselurus,COTTUS HYPSELURUS,FALSE,,OZARK SCULPIN
cottus immaculatus,COTTUS IMMACULATUS,FALSE,,KNOBFIN SCULPIN
cottus specus,COTTUS SPECUS,FALSE,,GROTTO SCULPIN
crystallaria asprella,CRYSTALLARIA ASPRELLA,FALSE,,CRYSTAL DARTER
ctenopharyngodon idella,CTENOPHARYNGODON IDELLA,FALSE,,GRASS CARP
culaea inconstans,CULAEA INCONSTANS,FALSE,,BROOK STICKLEBACK
cycleptus elongatus,CYCLEPTUS ELONGATUS,FALSE,,BLUE SUCKER
cyprinella,CYPRINELLA,FALSE,,SATINFIN SHINERSÂ 
cyprinella camura,CYPRINELLA CAMURA,FALSE,,BLUNTFACE SHINER
cyprinella galactura,CYPRINELLA GALACTURA,FALSE,,WHITETAIL SHINER
cyprinella lutrensis,CYPRINELLA LUTRENSIS,FALSE,,RED SHINER
cyprinella lutrensis x spiloptera,CYPRINELLA LUTRENSIS X SPILOPTERA,FALSE,,RED SHINER X SPOTFIN SHINER
cyprinella spiloptera,CYPRINELLA SPILOPTERA,FALSE,,SPOTFIN SHINER
cyprinella venusta,CYPRINELLA VENUSTA,FALSE,,BLACKTAIL SHINER
cyprinella whipplei,CYPRINELLA WHIPPLEI,FALSE,,STEELCOLOR SHINER
cyprinidae,CYPRINIDAE,FALSE,,CYPRINIDAE
cyprinidae hybrid,CYPRINIDAE HYBRID,FALSE,,CYPRINIDAE HYBRID
cyprinodon rubrofluviatilis,CYPRINODON RUBROFLUVIATILIS,FALSE,,RED RIVER PUPFISH
cyprinus carpio,CYPRINUS CARPIO,FALSE,,COMMON CARP
dorosoma,DOROSOMA,FALSE,,SHAD
dorosoma cepedianum,DOROSOMA CEPEDIANUM,FALSE,,GIZZARD SHAD
dorosoma petenense,DOROSOMA PETENENSE,FALSE,,THREADFIN SHAD
elassoma zonatum,ELASSOMA ZONATUM,FALSE,,BANDED PYGMY SUNFISH
erimystax harryi,ERIMYSTAX HARRYI,FALSE,,OZARK CHUB
erimystax x-punctatus,ERIMYSTAX X-PUNCTATUS,FALSE,,GRAVEL CHUB
erimyzon claviformis,ERIMYZON CLAVIFORMIS,FALSE,,WESTERN CREEK CHUBSUCKER
erimyzon oblongus,ERIMYZON OBLONGUS,FALSE,,CREEK CHUBSUCKER
erimyzon sucetta,ERIMYZON SUCETTA,FALSE,,LAKE CHUBSUCKER
esox americanus,ESOX AMERICANUS,FALSE,,REDFIN OR GRASS PICKEREL
esox lucius,ESOX LUCIUS,FALSE,,NORTHERN PIKE
esox masquinongy,ESOX MASQUINONGY,FALSE,,MUSKELLUNGE
esox niger,ESOX NIGER,FALSE,,CHAIN PICKEREL
etheostoma,ETHEOSTOMA,FALSE,,DARTER
etheostoma artesiae,ETHEOSTOMA ARTESIAE,FALSE,,REDSPOT DARTER
etheostoma asprigene,ETHEOSTOMA ASPRIGENE,FALSE,,MUD DARTER
etheostoma autumnale,ETHEOSTOMA AUTUMNALE,FALSE,,AUTUMN DARTER
etheostoma blennioides,ETHEOSTOMA BLENNIOIDES,FALSE,,GREENSIDE DARTER
etheostoma burri,ETHEOSTOMA BURRI,FALSE,,BROOK DARTER
etheostoma caeruleum,ETHEOSTOMA CAERULEUM,FALSE,,RAINBOW DARTER
etheostoma chlorosoma,ETHEOSTOMA CHLOROSOMA,FALSE,,BLUNTNOSE DARTER
etheostoma collettei,ETHEOSTOMA COLLETTEI,FALSE,,CREOLE DARTER
etheostoma cragini,ETHEOSTOMA CRAGINI,FALSE,,ARKANSAS DARTER
etheostoma erythrozonum,ETHEOSTOMA ERYTHROZONUM,FALSE,,MERAMEC SADDLED DARTER
etheostoma euzonum,ETHEOSTOMA EUZONUM,FALSE,,ARKANSAS SADDLED DARTER
etheostoma exile,ETHEOSTOMA EXILE,FALSE,,IOWA DARTER
etheostoma flabellare,ETHEOSTOMA FLABELLARE,FALSE,,FANTAIL DARTER
etheostoma flabellare flabellare,ETHEOSTOMA FLABELLARE FLABELLARE,FALSE,,BARRED FANTAIL DARTER
etheostoma flabellare lineolatum,ETHEOSTOMA FLABELLARE LINEOLATUM,FALSE,,STRIPED FANTAIL DARTER
etheostoma fusiforme,ETHEOSTOMA FUSIFORME,FALSE,,SWAMP DARTER
etheostoma gracile,ETHEOSTOMA GRACILE,FALSE,,SLOUGH DARTER
etheostoma histrio,ETHEOSTOMA HISTRIO,FALSE,,HARLEQUIN DARTER
etheostoma microperca,ETHEOSTOMA MICROPERCA,FALSE,,LEAST DARTER
etheostoma mihileze,ETHEOSTOMA MIHILEZE,FALSE,,SUNBURST DARTER
etheostoma nianguae,ETHEOSTOMA NIANGUAE,FALSE,,NIANGUA DARTER
etheostoma nigrum,ETHEOSTOMA NIGRUM,FALSE,,JOHNNY DARTER
etheostoma parvipinne,ETHEOSTOMA PARVIPINNE,FALSE,,GOLDSTRIPE DARTER
etheostoma proeliare,ETHEOSTOMA PROELIARE,FALSE,,CYPRESS DARTER
etheostoma punctulatum,ETHEOSTOMA PUNCTULATUM,FALSE,,STIPPLED DARTER
etheostoma radiosum,ETHEOSTOMA RADIOSUM,FALSE,,ORANGEBELLY DARTER
etheostoma spectabile,ETHEOSTOMA SPECTABILE,FALSE,,ORANGETHROAT DARTER
etheostoma stigmaeum,ETHEOSTOMA STIGMAEUM,FALSE,,SPECKLED DARTER
etheostoma teddyroosevelt,ETHEOSTOMA TEDDYROOSEVELT,FALSE,,HIGHLAND DARTER
etheostoma tetrazonum,ETHEOSTOMA TETRAZONUM,FALSE,,MISSOURI SADDLED DARTER
etheostoma uniporum,ETHEOSTOMA UNIPORUM,FALSE,,CURRENT DARTER
etheostoma whipplei,ETHEOSTOMA WHIPPLEI,FALSE,,REDFIN DARTER
etheostoma zonale,ETHEOSTOMA ZONALE,FALSE,,BANDED DARTER
fundulus,FUNDULUS,FALSE,,TOPMINNOWS
fundulus catenatus,FUNDULUS CATENATUS,FALSE,,NORTHERN STUDFISH
fundulus chrysotus,FUNDULUS CHRYSOTUS,FALSE,,GOLDEN TOPMINNOW
fundulus dispar,FUNDULUS DISPAR,FALSE,,STARHEAD TOPMINNOW
fundulus kansae,FUNDULUS KANSAE,FALSE,,NORTHERN PLAINS KILLIFISH
fundulus notatus,FUNDULUS NOTATUS,FALSE,,BLACKSTRIPE TOPMINNOW
fundulus olivaceus,FUNDULUS OLIVACEUS,FALSE,,BLACKSPOTTED TOPMINNOW
fundulus sciadicus,FUNDULUS SCIADICUS,FALSE,,PLAINS TOPMINNOW
fundulus zebrinus,FUNDULUS ZEBRINUS,FALSE,,PLAINS KILLIFISH
gambusia affinis,GAMBUSIA AFFINIS,FALSE,,WESTERN MOSQUITOFISH
hiodon alosoides,HIODON ALOSOIDES,FALSE,,GOLDEYE
hiodon tergisus,HIODON TERGISUS,FALSE,,MOONEYE
hybognathus,HYBOGNATHUS,FALSE,,SILVERY MINNOW
hybognathus argyritis,HYBOGNATHUS ARGYRITIS,FALSE,,WESTERN SILVERY MINNOW
hybognathus hankinsoni,HYBOGNATHUS HANKINSONI,FALSE,,BRASSY MINNOW
hybognathus hayi,HYBOGNATHUS HAYI,FALSE,,CYPRESS MINNOW
hybognathus nuchalis,HYBOGNATHUS NUCHALIS,FALSE,,MISSISSIPPI SILVERY MINNOW
hybognathus placitus,HYBOGNATHUS PLACITUS,FALSE,,PLAINS MINNOW
hybopsis amblops,HYBOPSIS AMBLOPS,FALSE,,BIGEYE CHUB
hybopsis amnis,HYBOPSIS AMNIS,FALSE,,PALLID SHINER
hybopsis dorsalis,HYBOPSIS DORSALIS,FALSE,,BIGMOUTH SHINER
hypentelium nigricans,HYPENTELIUM NIGRICANS,FALSE,,NORTHERN HOG SUCKER
hypophthalmichthys molitrix,HYPOPHTHALMICHTHYS MOLITRIX,FALSE,,SILVER CARP
hypophthalmichthysâ nobilis,HYPOPHTHALMICHTHYSÂ NOBILIS,FALSE,,BIGHEAD CARP
hypophthalmichthysâ nobilis x molitrix,HYPOPHTHALMICHTHYSÂ NOBILIS X MOLITRIX,FALSE,,BIGHEAD CARP X SILVER CARP
ichthyomyzon,ICHTHYOMYZON,FALSE,,LAMPREY ICHTHYOMYZON
ichthyomyzon castaneus,ICHTHYOMYZON CASTANEUS,FALSE,,CHESTNUT LAMPREY
ichthyomyzon fossor,ICHTHYOMYZON FOSSOR,FALSE,,NORTHERN BROOK LAMPREY
ichthyomyzon gagei,ICHTHYOMYZON GAGEI,FALSE,,SOUTHERN BROOK LAMPREY
ichthyomyzon unicuspis,ICHTHYOMYZON UNICUSPIS,FALSE,,SILVER LAMPREY
ictalurus furcatus,ICTALURUS FURCATUS,FALSE,,BLUE CATFISH
ictalurus punctatus,ICTALURUS PUNCTATUS,FALSE,,CHANNEL CATFISH
ictiobus,ICTIOBUS,FALSE,,BUFFALO
ictiobus bubalus,ICTIOBUS BUBALUS,FALSE,,SMALLMOUTH BUFFALO
ictiobus bubalus x niger,ICTIOBUS BUBALUS X NIGER,FALSE,,SMALLMOUTH X BLACK BUFFALO
ictiobus cyprinellus,ICTIOBUS CYPRINELLUS,FALSE,,BIGMOUTH BUFFALO
ictiobus niger,ICTIOBUS NIGER,FALSE,,BLACK BUFFALO
labidesthes sicculus,LABIDESTHES SICCULUS,FALSE,,BROOK SILVERSIDE
lampetra,LAMPETRA,FALSE,,LAMPREY LAMPETRA
lampetra aepyptera,LAMPETRA AEPYPTERA,FALSE,,LEAST BROOK LAMPREY
lepisosteidae,LEPISOSTEIDAE,FALSE,,GAR
lepisosteus oculatus,LEPISOSTEUS OCULATUS,FALSE,,SPOTTED GAR
lepisosteus osseus,LEPISOSTEUS OSSEUS,FALSE,,LONGNOSE GAR
lepisosteus platostomus,LEPISOSTEUS PLATOSTOMUS,FALSE,,SHORTNOSE GAR
lepomis cyanellus,LEPOMIS CYANELLUS,FALSE,,GREEN SUNFISH
lepomis cyanellus hybrid,LEPOMIS CYANELLUS HYBRID,FALSE,,GREEN SUNFISH HYBRID
lepomis cyanellus x gulosus,LEPOMIS CYANELLUS X GULOSUS,FALSE,,GREEN SUNFISH X WARMOUTH
lepomis cyanellus x humilis,LEPOMIS CYANELLUS X HUMILIS,FALSE,,GREEN SUNFISH X ORANGESPOTTED SUNFISH
lepomis cyanellus x megalotis,LEPOMIS CYANELLUS X MEGALOTIS,FALSE,,GREEN SUNFISH X LONGEAR SUNFISH
lepomis cyanellus x microlophus,LEPOMIS CYANELLUS X MICROLOPHUS,FALSE,,GREEN SUNFISH X REDEAR SUNFISH
lepomis gibbosus,LEPOMIS GIBBOSUS,FALSE,,PUMPKINSEED
lepomis gulosus,LEPOMIS GULOSUS,FALSE,,WARMOUTH
lepomis humilis,LEPOMIS HUMILIS,FALSE,,ORANGESPOTTED SUNFISH
lepomis humilis x megalotis,LEPOMIS HUMILIS X MEGALOTIS,FALSE,,ORANGESPOTTED SUNFISH X LONGEAR SUNFISH
lepomis hybrid,LEPOMIS HYBRID,FALSE,,SUNFISH HYBRID
lepomis macrochirus,LEPOMIS MACROCHIRUS,FALSE,,BLUEGILL
lepomis macrochirus hybrid,LEPOMIS MACROCHIRUS HYBRID,FALSE,,BLUEGILL HYBRID
lepomis macrochirus x cyanellus,LEPOMIS MACROCHIRUS X CYANELLUS,FALSE,,BLUEGILL X GREEN SUNFISH
lepomis macrochirus x gibbosus,LEPOMIS MACROCHIRUS X GIBBOSUS,FALSE,,BLUEGILL X PUMPKINSEED
lepomis macrochirus x gulosus,LEPOMIS MACROCHIRUS X GULOSUS,FALSE,,BLUEGILL X WARMOUTH
lepomis macrochirus x humilis,LEPOMIS MACROCHIRUS X HUMILIS,FALSE,,BLUEGILL X ORANGESPOTTED SUNFISH
lepomis macrochirus x megalotis,LEPOMIS MACROCHIRUS X MEGALOTIS,FALSE,,BLUEGILL X LONGEAR SUNFISH
lepomis macrochirus x microlophus,LEPOMIS MACROCHIRUS X MICROLOPHUS,FALSE,,BLUEGILL X REDEAR SUNFISH
lepomis marginatus,LEPOMIS MARGINATUS,FALSE,,DOLLAR SUNFISH
lepomis megalotis,LEPOMIS MEGALOTIS,FALSE,,LONGEAR SUNFISH
lepomis megalotis hybrid,LEPOMIS MEGALOTIS HYBRID,FALSE,,LONGEAR SUNFISH HYBRID
lepomis microlophus,LEPOMIS MICROLOPHUS,FALSE,,REDEAR SUNFISH
lepomis miniatus,LEPOMIS MINIATUS,FALSE,,REDSPOTTED SUNFISH
lepomis punctatus,LEPOMIS PUNCTATUS,FALSE,,SPOTTED SUNFISH
lepomis symmetricus,LEPOMIS SYMMETRICUS,FALSE,,BANTAM SUNFISH
lethenteron appendix,LETHENTERON APPENDIX,FALSE,,AMERICAN BROOK LAMPREY
lota lota,LOTA LOTA,FALSE,,BURBOT
luxilus cardinalis,LUXILUS CARDINALIS,FALSE,,CARDINAL SHINER
luxilus chrysocephalus,LUXILUS CHRYSOCEPHALUS,FALSE,,STRIPED SHINER
luxilus chrysocephalus x notropis percobromus,LUXILUS CHRYSOCEPHALUS X NOTROPIS PERCOBROMUS,FALSE,,STRIPED SHINER X CARMINE SHINER
luxilus chrysocephalus x zonatus,LUXILUS CHRYSOCEPHALUS X ZONATUS,FALSE,,STRIPED SHINER X  BLEEDING SHINER
luxilus cornutus,LUXILUS CORNUTUS,FALSE,,COMMON SHINER
luxilus cornutus x chrosomus erythrogaster,LUXILUS CORNUTUS X CHROSOMUS ERYTHROGASTER,FALSE,,COMMON SHINER X SOUTHERN REDBELLY DACE
luxilus cornutus x notropis percobromus,LUXILUS CORNUTUS X NOTROPIS PERCOBROMUS,FALSE,,COMMON SHINER X CARMINE SHINER
