TaxaID_orig,modified_BCG,OTU_BCG,Notes,OTU_MMI,OTU_MMI_genus,OTU_bcgTaxaTolAnal
PERLIDAE,FALSE,PERLIDAE,,PERLIDAE,PERLIDAE,PERLIDAE
PERLINELLA,FALSE,PERLINELLA,,PERLINELLA,PERLINELLA,PERLINELLA
PERLINELLA DRYMO,FALSE,PERLINELLA DRYMO,,PERLINELLA DRYMO,PERLINELLA,PERLINELLA DRYMO
PERLODIDAE,FALSE,PERLODIDAE,,PERLODIDAE,PERLODIDAE,PERLODIDAE
PETROPHILA,FALSE,PETROPHILA,,PETROPHILA,PETROPHILA,PETROPHILA
PHAENOPSECTRA,FALSE,PHAENOPSECTRA,,PHAENOPSECTRA,PHAENOPSECTRA,PHAENOPSECTRA
PHAENOPSECTRA/TRIBELOS,FALSE,PHAENOPSECTRA/TRIBELOS,,PHAENOPSECTRA/TRIBELOS,PHAENOPSECTRA/TRIBELOS,
PHILOPOTAMIDAE,FALSE,PHILOPOTAMIDAE,,PHILOPOTAMIDAE,PHILOPOTAMIDAE,PHILOPOTAMIDAE
PHYSELLA,FALSE,PHYSELLA,,PHYSELLA,PHYSELLA,PHYSELLA
PHYSELLA GYRINA,FALSE,PHYSELLA GYRINA,,PHYSELLA GYRINA,PHYSELLA,PHYSELLA GYRINA
PHYSIDAE,FALSE,PHYSIDAE,,PHYSIDAE,PHYSIDAE,PHYSIDAE
PILARIA,FALSE,PILARIA,,PILARIA,PILARIA,PILARIA
PISCICOLIDAE,FALSE,PISCICOLIDAE,,PISCICOLIDAE,PISCICOLIDAE,PISCICOLIDAE
PISIDIIDAE,FALSE,PISIDIIDAE,,PISIDIIDAE,PISIDIIDAE,PISIDIIDAE
PISIDIUM,FALSE,PISIDIUM,,PISIDIUM,PISIDIUM,PISIDIUM
PISIDIUM COMPRESSUM,FALSE,PISIDIUM COMPRESSUM,,PISIDIUM COMPRESSUM,PISIDIUM,PISIDIUM COMPRESSUM
PLACOBDELLA,FALSE,PLACOBDELLA,,PLACOBDELLA,GLOSSIPHONIIDAE,PLACOBDELLA
PLACOBDELLA PARASITICA,FALSE,PLACOBDELLA PARASITICA,,PLACOBDELLA PARASITICA,GLOSSIPHONIIDAE,PLACOBDELLA PARASITICA
PLANARIIDAE,FALSE,PLANARIIDAE,,PLANARIIDAE,PLANARIIDAE,PLANARIIDAE
PLANORBELLA,FALSE,PLANORBELLA,,PLANORBELLA,PLANORBELLA,PLANORBELLA
PLANORBELLA TRIVOLVIS,FALSE,PLANORBELLA TRIVOLVIS,,PLANORBELLA TRIVOLVIS,PLANORBELLA,PLANORBELLA TRIVOLVIS
PLANORBIDAE,FALSE,PLANORBIDAE,,PLANORBIDAE,PLANORBIDAE,PLANORBIDAE
PLATHEMIS,FALSE,PLATHEMIS,,PLATHEMIS,PLATHEMIS,PLATHEMIS
PLATHEMIS LYDIA,FALSE,PLATHEMIS LYDIA,,PLATHEMIS LYDIA,PLATHEMIS,PLATHEMIS LYDIA
PLATHEMIS SUBORNATA,FALSE,PLATHEMIS SUBORNATA,,PLATHEMIS SUBORNATA,PLATHEMIS,PLATHEMIS SUBORNATA
PLATYVELIA,FALSE,PLATYVELIA,,PLATYVELIA,PLATYVELIA,PLATYVELIA
PLAUDITUS,FALSE,PLAUDITUS,,PLAUDITUS,PLAUDITUS,PLAUDITUS
PLECOPTERA,FALSE,PLECOPTERA,,PLECOPTERA,PLECOPTERA,PLECOPTERA
PLEIDAE,FALSE,PLEIDAE,,PLEIDAE,PLEIDAE,PLEIDAE
PLEUROCERA,FALSE,PLEUROCERA,,PLEUROCERA,PLEUROCERA,PLEUROCERA
PLEUROCERA ACUTA,FALSE,PLEUROCERA ACUTA,,PLEUROCERA ACUTA,PLEUROCERA,PLEUROCERA ACUTA
POLYCENTROPODIDAE,FALSE,POLYCENTROPODIDAE,,POLYCENTROPODIDAE,POLYCENTROPODIDAE,POLYCENTROPODIDAE
POLYCENTROPUS,FALSE,POLYCENTROPUS,,POLYCENTROPUS,POLYCENTROPUS,POLYCENTROPUS
POLYMITARCYIDAE,FALSE,POLYMITARCYIDAE,,POLYMITARCYIDAE,POLYMITARCYIDAE,POLYMITARCYIDAE
POLYPEDILUM,FALSE,POLYPEDILUM,,POLYPEDILUM,POLYPEDILUM,POLYPEDILUM
POLYPEDILUM (ASHEUM) BECKAE,FALSE,POLYPEDILUM (ASHEUM) BECKAE,,POLYPEDILUM (ASHEUM) BECKAE,POLYPEDILUM,POLYPEDILUM BECKAE
POLYPEDILUM (CEROBREGMA) ONTARIO,FALSE,POLYPEDILUM (CEROBREGMA) ONTARIO,,POLYPEDILUM (CEROBREGMA) ONTARIO,POLYPEDILUM,POLYPEDILUM ONTARIO
POLYPEDILUM (POLYPEDILUM),FALSE,POLYPEDILUM (POLYPEDILUM),,POLYPEDILUM (POLYPEDILUM),POLYPEDILUM,POLYPEDILUM
POLYPEDILUM (POLYPEDILUM) FALLAX GR.,FALSE,POLYPEDILUM (POLYPEDILUM) FALLAX GR.,,POLYPEDILUM (POLYPEDILUM) FALLAX GR.,POLYPEDILUM,POLYPEDILUM FALLAX GROUP
POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,FALSE,POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,,POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,POLYPEDILUM,POLYPEDILUM ILLINOENSE GROUP
POLYPEDILUM (POLYPEDILUM) TRIGONUS,FALSE,POLYPEDILUM (POLYPEDILUM) TRIGONUS,,POLYPEDILUM (POLYPEDILUM) TRIGONUS,POLYPEDILUM,POLYPEDILUM TRIGONUS
POLYPEDILUM (TRIPODURA),FALSE,POLYPEDILUM (TRIPODURA),,POLYPEDILUM (TRIPODURA),POLYPEDILUM,POLYPEDILUM
POLYPEDILUM (TRIPODURA) HALTERALE GR.,FALSE,POLYPEDILUM (TRIPODURA) HALTERALE GR.,,POLYPEDILUM (TRIPODURA) HALTERALE GR.,POLYPEDILUM,POLYPEDILUM HALTERALE GROUP
POLYPEDILUM (TRIPODURA) SCALAENUM GR.,FALSE,POLYPEDILUM (TRIPODURA) SCALAENUM GR.,,POLYPEDILUM (TRIPODURA) SCALAENUM GR.,POLYPEDILUM,POLYPEDILUM SCALAENUM GROUP
POLYPEDILUM (URESIPEDILUM),FALSE,POLYPEDILUM (URESIPEDILUM),,POLYPEDILUM (URESIPEDILUM),POLYPEDILUM,POLYPEDILUM
POLYPEDILUM (URESIPEDILUM) CONVICTUM,FALSE,POLYPEDILUM (URESIPEDILUM) CONVICTUM,,POLYPEDILUM (URESIPEDILUM) CONVICTUM,POLYPEDILUM,POLYPEDILUM CONVICTUM GROUP
POTAMYIA,FALSE,POTAMYIA,,POTAMYIA,POTAMYIA,POTAMYIA
POTAMYIA FLAVA,FALSE,POTAMYIA FLAVA,,POTAMYIA FLAVA,POTAMYIA,POTAMYIA FLAVA
PRIONOCYPHON,FALSE,PRIONOCYPHON,,PRIONOCYPHON,SCIRTIDAE,PRIONOCYPHON
PRISTINA,FALSE,PRISTINA,,PRISTINA,OLIGOCHAETA,PRISTINA
PROBEZZIA,FALSE,PROBEZZIA,,PROBEZZIA,PROBEZZIA,PROBEZZIA
PROBYTHINELLA,FALSE,PROBYTHINELLA,,PROBYTHINELLA,PROBYTHINELLA,
PROBYTHINELLA EMARGINATA,FALSE,PROBYTHINELLA EMARGINATA,,PROBYTHINELLA EMARGINATA,PROBYTHINELLA,PROBYTHINELLA EMARGINATA
PROCAMBARUS,FALSE,PROCAMBARUS,,PROCAMBARUS,PROCAMBARUS,PROCAMBARUS
PROCAMBARUS GRACILIS,FALSE,PROCAMBARUS GRACILIS,,PROCAMBARUS GRACILIS,PROCAMBARUS,PROCAMBARUS GRACILIS
PROCAMBARUS SIMULANS,FALSE,PROCAMBARUS SIMULANS,,PROCAMBARUS SIMULANS,PROCAMBARUS,PROCAMBARUS SIMULANS
PROCLADIUS,FALSE,PROCLADIUS,,PROCLADIUS,PROCLADIUS,PROCLADIUS
PROCLOEON,FALSE,PROCLOEON,,PROCLOEON,PROCLOEON,PROCLOEON
PROGOMPHUS,FALSE,PROGOMPHUS,,PROGOMPHUS,PROGOMPHUS,PROGOMPHUS
PROGOMPHUS OBSCURUS,FALSE,PROGOMPHUS OBSCURUS,,PROGOMPHUS OBSCURUS,PROGOMPHUS,PROGOMPHUS OBSCURUS
PROMENETUS,FALSE,PROMENETUS,,PROMENETUS,PROMENETUS,PROMENETUS
PSECTROCLADIUS,FALSE,PSECTROCLADIUS,,PSECTROCLADIUS,PSECTROCLADIUS,PSECTROCLADIUS
PSECTROTANYPUS,FALSE,PSECTROTANYPUS,,PSECTROTANYPUS,PSECTROTANYPUS,PSECTROTANYPUS
PSEPHENIDAE,FALSE,PSEPHENIDAE,,PSEPHENIDAE,PSEPHENIDAE,PSEPHENIDAE
PSEPHENUS,FALSE,PSEPHENUS,,PSEPHENUS,PSEPHENUS,PSEPHENUS
PSEPHENUS HERRICKI,FALSE,PSEPHENUS HERRICKI,,PSEPHENUS HERRICKI,PSEPHENUS,PSEPHENUS HERRICKI
PSEUDIRON,FALSE,PSEUDIRON,,PSEUDIRON,PSEUDIRON,PSEUDIRON
PSEUDIRON CENTRALIS,FALSE,PSEUDIRON CENTRALIS,,PSEUDIRON CENTRALIS,PSEUDIRON,PSEUDIRON CENTRALIS
PSEUDOCHIRONOMUS,FALSE,PSEUDOCHIRONOMUS,,PSEUDOCHIRONOMUS,PSEUDOCHIRONOMUS,PSEUDOCHIRONOMUS
PSEUDOCLOEON,FALSE,PSEUDOCLOEON,,PSEUDOCLOEON,PSEUDOCLOEON,LABIOBAETIS
PSEUDOCLOEON EPHIPPIATUM,FALSE,PSEUDOCLOEON EPHIPPIATUM,,PSEUDOCLOEON EPHIPPIATUM,PSEUDOCLOEON,LABIOBAETIS EPHIPPIATUS
PSEUDOLIMNOPHILA,FALSE,PSEUDOLIMNOPHILA,,PSEUDOLIMNOPHILA,PSEUDOLIMNOPHILA,PSEUDOLIMNOPHILA
PSEUDOSUCCINEA,TRUE,LYMNAEIDAE,,LYMNAEIDAE,LYMNAEIDAE,PSEUDOSUCCINEA
PSEUDOSUCCINEA COLUMELLA,TRUE,LYMNAEIDAE,,LYMNAEIDAE,LYMNAEIDAE,PSEUDOSUCCINEA COLUMELLA
PSYCHODIDAE,FALSE,PSYCHODIDAE,,PSYCHODIDAE,PSYCHODIDAE,PSYCHODIDAE
PTERONARCYS,FALSE,PTERONARCYS,,PTERONARCYS,PTERONARCYS,PTERONARCYS
PTERONARCYS PICTETII,FALSE,PTERONARCYS PICTETII,,PTERONARCYS PICTETII,PTERONARCYS,PTERONARCYSPICTETII
PTILIIDAE,FALSE,PTILIIDAE,,PTILIIDAE,PTILIIDAE,PTILIIDAE
PTILOSTOMIS,FALSE,PTILOSTOMIS,,PTILOSTOMIS,PTILOSTOMIS,PTILOSTOMIS
PYCNOPSYCHE,FALSE,PYCNOPSYCHE,,PYCNOPSYCHE,PYCNOPSYCHE,PYCNOPSYCHE
RAMPHOCORIXA,FALSE,RAMPHOCORIXA,,RAMPHOCORIXA,RAMPHOCORIXA,RAMPHOCORIXA
RAMPHOCORIXA ACUMINATA,FALSE,RAMPHOCORIXA ACUMINATA,,RAMPHOCORIXA ACUMINATA,RAMPHOCORIXA,RAMPHOCORIXA ACUMINATA
RANATRA,FALSE,RANATRA,,RANATRA,RANATRA,RANATRA
RANATRA NIGRA,FALSE,RANATRA NIGRA,,RANATRA NIGRA,RANATRA,RANATRA NIGRA
RHAGOVELIA,FALSE,RHAGOVELIA,,RHAGOVELIA,RHAGOVELIA,RHAGOVELIA
RHANTUS,FALSE,RHANTUS,,RHANTUS,RHANTUS,RHANTUS
RHEOCRICOTOPUS,FALSE,RHEOCRICOTOPUS,,RHEOCRICOTOPUS,RHEOCRICOTOPUS,RHEOCRICOTOPUS
RHEOTANYTARSUS,FALSE,RHEOTANYTARSUS,,RHEOTANYTARSUS,RHEOTANYTARSUS,RHEOTANYTARSUS
RHEUMATOBATES,FALSE,RHEUMATOBATES,,RHEUMATOBATES,RHEUMATOBATES,RHEUMATOBATES
RHEUMATOBATES PALOSI,FALSE,RHEUMATOBATES PALOSI,,RHEUMATOBATES PALOSI,RHEUMATOBATES,RHEUMATOBATES PALOSI
RHEUMATOBATES RILEYI,FALSE,RHEUMATOBATES RILEYI,,RHEUMATOBATES RILEYI,RHEUMATOBATES,RHEUMATOBATES RILEYI
RHEUMATOBATES TRULLIGER,FALSE,RHEUMATOBATES TRULLIGER,,RHEUMATOBATES TRULLIGER,RHEUMATOBATES,RHEUMATOBATES TRULLIGER
RHITHROGENA,FALSE,RHITHROGENA,,RHITHROGENA,RHITHROGENA,RHITHROGENA
RHYACOPHILA,FALSE,RHYACOPHILA,,RHYACOPHILA,RHYACOPHILA,RHYACOPHILA
RHYACOPHILA LOBIFERA,FALSE,RHYACOPHILA LOBIFERA,,RHYACOPHILA LOBIFERA,RHYACOPHILA,RHYACOPHILA LOBIFERA
ROBACKIA,FALSE,ROBACKIA,,ROBACKIA,ROBACKIA,ROBACKIA
ROBACKIA CLAVIGER,FALSE,ROBACKIA CLAVIGER,,ROBACKIA CLAVIGER,ROBACKIA,ROBACKIA CLAVIGER
SAETHERIA,FALSE,SAETHERIA,,SAETHERIA,SAETHERIA,SAETHERIA
SALDIDAE,FALSE,SALDIDAE,,SALDIDAE,SALDIDAE,SALDIDAE
SALDULA,FALSE,SALDULA,,SALDULA,SALDULA,SALDULA
SCIOMYZIDAE,FALSE,SCIOMYZIDAE,,SCIOMYZIDAE,SCIOMYZIDAE,SCIOMYZIDAE
SCIRTIDAE,FALSE,SCIRTIDAE,,SCIRTIDAE,SCIRTIDAE,SCIRTIDAE
SIALIS,FALSE,SIALIS,,SIALIS,SIALIS,SIALIS
SIGARA,FALSE,SIGARA,,SIGARA,SIGARA,SIGARA
SIMULIIDAE,FALSE,SIMULIIDAE,,SIMULIIDAE,SIMULIIDAE,SIMULIIDAE
SIMULIUM,FALSE,SIMULIUM,,SIMULIUM,SIMULIUM,SIMULIUM
SIMULIUM VITTATUM,FALSE,SIMULIUM VITTATUM,,SIMULIUM VITTATUM,SIMULIUM,SIMULIUM VITTATUM
SIPHLONURUS,FALSE,SIPHLONURUS,,SIPHLONURUS,SIPHLONURUS,SIPHLONURUS
SISYRA,FALSE,SISYRA,,SISYRA,SISYRA,SISYRA
SISYRA VICARIA,FALSE,SISYRA VICARIA,,SISYRA VICARIA,SISYRA,SISYRA VICARIA
SISYRIDAE,FALSE,SISYRIDAE,,SISYRIDAE,SISYRIDAE,SISYRIDAE
SMICRIDEA,FALSE,SMICRIDEA,,SMICRIDEA,SMICRIDEA,SMICRIDEA
SOMATOCHLORA,FALSE,SOMATOCHLORA,,SOMATOCHLORA,SOMATOCHLORA,SOMATOCHLORA
SOMATOCHLORA LINEARIS,FALSE,SOMATOCHLORA LINEARIS,,SOMATOCHLORA LINEARIS,SOMATOCHLORA,SOMATOCHLORA LINEARIS
SPERCHOPSIS,FALSE,SPERCHOPSIS,,SPERCHOPSIS,SPERCHOPSIS,SPERCHOPSIS
SPHAERIUM,FALSE,SPHAERIUM,,SPHAERIUM,SPHAERIUM,SPHAERIUM
SPHAERIUM SIMILE,FALSE,SPHAERIUM SIMILE,,SPHAERIUM SIMILE,SPHAERIUM,SPHAERIUM SIMILE
SPHAERIUM STRIATINUM,FALSE,SPHAERIUM STRIATINUM,,SPHAERIUM STRIATINUM,SPHAERIUM,SPHAERIUM STRIATINUM
SPHAEROMIAS,FALSE,SPHAEROMIAS,,SPHAEROMIAS,SPHAEROMIAS,SPHAEROMIAS
SPIROSPERMA FEROX,FALSE,SPIROSPERMA FEROX,,SPIROSPERMA FEROX,OLIGOCHAETA,SPIROSPERMA FEROX
SPONGILLIDAE,FALSE,SPONGILLIDAE,,SPONGILLIDAE,SPONGILLIDAE,SPONGILLIDAE
STAGNICOLA,TRUE,LYMNAEIDAE,nomenclature issue,LYMNAEIDAE,LYMNAEIDAE,STAGNICOLA
STAPHYLINIDAE,FALSE,STAPHYLINIDAE,,STAPHYLINIDAE,STAPHYLINIDAE,EXCLUDE
STEINOVELIA,FALSE,STEINOVELIA,,STEINOVELIA,STEINOVELIA,STEINOVELIA
STEINOVELIA STAGNALIS,FALSE,STEINOVELIA STAGNALIS,,STEINOVELIA STAGNALIS,STEINOVELIA,STEINOVELIA STAGNALIS
STELECHOMYIA,FALSE,STELECHOMYIA,,STELECHOMYIA,STELECHOMYIA,STELECHOMYIA
STELECHOMYIA PERPULCHRA,FALSE,STELECHOMYIA PERPULCHRA,,STELECHOMYIA PERPULCHRA,STELECHOMYIA,STELECHOMYIA PERPULCHRA
STEMPELLINA,FALSE,STEMPELLINA,,STEMPELLINA,STEMPELLINA,STEMPELLINA
STEMPELLINELLA,FALSE,STEMPELLINELLA,,STEMPELLINELLA,STEMPELLINELLA,STEMPELLINELLA
STENACRON,FALSE,STENACRON,,STENACRON,STENACRON,STENACRON
STENACRON INTERPUNCTATUM,FALSE,STENACRON INTERPUNCTATUM,,STENACRON INTERPUNCTATUM,STENACRON,STENACRON INTERPUNCTATUM
STENELMIS,FALSE,STENELMIS,,STENELMIS,STENELMIS,STENELMIS
STENELMIS BEAMERI,FALSE,STENELMIS BEAMERI,,STENELMIS BEAMERI,STENELMIS,STENELMIS BEAMERI
STENELMIS BICARINATA,FALSE,STENELMIS BICARINATA,,STENELMIS BICARINATA,STENELMIS,STENELMIS BICARINATA
STENELMIS CRENATA,FALSE,STENELMIS CRENATA,,STENELMIS CRENATA,STENELMIS,STENELMIS CRENATA
STENELMIS DECORATA,FALSE,STENELMIS DECORATA,,STENELMIS DECORATA,STENELMIS,STENELMIS DECORATA
STENELMIS EXIGUA,FALSE,STENELMIS EXIGUA,,STENELMIS EXIGUA,STENELMIS,STENELMIS EXIGUA
STENELMIS LATERALIS,FALSE,STENELMIS LATERALIS,,STENELMIS LATERALIS,STENELMIS,STENELMIS LATERALIS
STENELMIS SANDERSONI,FALSE,STENELMIS SANDERSONI,,STENELMIS SANDERSONI,STENELMIS,STENELMIS SANDERSONI
STENELMIS SEXLINEATA,FALSE,STENELMIS SEXLINEATA,,STENELMIS SEXLINEATA,STENELMIS,STENELMIS SEXLINEATA
STENELMIS VITTIPENNIS,FALSE,STENELMIS VITTIPENNIS,,STENELMIS VITTIPENNIS,STENELMIS,STENELMIS VITTIPENNIS
STENOCHIRONOMUS,FALSE,STENOCHIRONOMUS,,STENOCHIRONOMUS,STENOCHIRONOMUS,STENOCHIRONOMUS
STENONEMA,FALSE,STENONEMA,,STENONEMA,STENONEMA,MACCAFFERTIUM
STENONEMA FEMORATUM,FALSE,STENONEMA FEMORATUM,,STENONEMA FEMORATUM,STENONEMA,STENONEMA FEMORATUM
STENONEMA/MACCAFFERTIUM,FALSE,STENONEMA/MACCAFFERTIUM,,STENONEMA/MACCAFFERTIUM,STENONEMA/MACCAFFERTIUM,
STICTOCHIRONOMUS,FALSE,STICTOCHIRONOMUS,,STICTOCHIRONOMUS,STICTOCHIRONOMUS,STICTOCHIRONOMUS
STILOBEZZIA,FALSE,STILOBEZZIA,,STILOBEZZIA,STILOBEZZIA,STILOBEZZIA
STRATIOMYIDAE,FALSE,STRATIOMYIDAE,,STRATIOMYIDAE,STRATIOMYIDAE,STRATIOMYIDAE
STRATIOMYS,FALSE,STRATIOMYS,,STRATIOMYS,STRATIOMYS,STRATIOMYS
STYLARIA LACUSTRIS,FALSE,STYLARIA LACUSTRIS,,STYLARIA LACUSTRIS,OLIGOCHAETA,STYLARIA LACUSTRIS
STYLURUS,FALSE,STYLURUS,,STYLURUS,STYLURUS,STYLURUS
STYLURUS AMNICOLA,FALSE,STYLURUS AMNICOLA,,STYLURUS AMNICOLA,STYLURUS,STYLURUS AMNICOLA
STYLURUS INTRICATUS,FALSE,STYLURUS INTRICATUS,,STYLURUS INTRICATUS,STYLURUS,STYLURUS INTRICATUS
STYLURUS PLAGIATUS,FALSE,STYLURUS PLAGIATUS,,STYLURUS PLAGIATUS,STYLURUS,STYLURUS PLAGIATUS
SUPHISELLUS,FALSE,SUPHISELLUS,,SUPHISELLUS,SUPHISELLUS,SUPHISELLUS
SYMPETRUM,FALSE,SYMPETRUM,,SYMPETRUM,SYMPETRUM,SYMPETRUM
SYMPETRUM CORRUPTUM,FALSE,SYMPETRUM CORRUPTUM,,SYMPETRUM CORRUPTUM,SYMPETRUM,SYMPETRUM CORRUPTUM
SYRPHIDAE,FALSE,SYRPHIDAE,,SYRPHIDAE,SYRPHIDAE,SYRPHIDAE
TABANIDAE,FALSE,TABANIDAE,,TABANIDAE,TABANIDAE,TABANIDAE
TABANUS,FALSE,TABANUS,,TABANUS,TABANUS,TABANUS
TAENIOPTERYGIDAE,FALSE,TAENIOPTERYGIDAE,,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE
TAENIOPTERYX,FALSE,TAENIOPTERYX,,TAENIOPTERYX,TAENIOPTERYX,TAENIOPTERYX
TAENIOPTERYX BURKSI,FALSE,TAENIOPTERYX BURKSI,,TAENIOPTERYX BURKSI,TAENIOPTERYX,TAENIOPTERYX BURKSI
TANYPUS,FALSE,TANYPUS,,TANYPUS,TANYPUS,TANYPUS
TANYTARSUS,FALSE,TANYTARSUS,,TANYTARSUS,TANYTARSUS,TANYTARSUS
TELOPELOPIA OKOBOJI,FALSE,TELOPELOPIA OKOBOJI,,TELOPELOPIA OKOBOJI,LARSIA/TELOPELOPIA,TELOPELOPIA OKOBOJI
THERMONECTUS,FALSE,THERMONECTUS,,THERMONECTUS,THERMONECTUS,THERMONECTUS
THERMONECTUS NIGROFASCIATUS,FALSE,THERMONECTUS NIGROFASCIATUS,,THERMONECTUS NIGROFASCIATUS,THERMONECTUS,THERMONECTUS NIGROFASCIATUS
THERMONECTUS NIGROFASCIATUS ORNATICOLLIS,TRUE,THERMONECTUS NIGROFASCIATUS,removed subspecies,THERMONECTUS NIGROFASCIATUS,THERMONECTUS,THERMONECTUS NIGROFASCIATUS ORNATICOLLIS
THIENEMANNIELLA,FALSE,THIENEMANNIELLA,,THIENEMANNIELLA,THIENEMANNIELLA,THIENEMANNIELLA
THIENEMANNIMYIA GR.,TRUE,THIENEMANNIMYIA GROUP,syntax (group),THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP
THIENEMANNIMYIA GROUP,FALSE,THIENEMANNIMYIA GROUP,,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP
TIPULA,FALSE,TIPULA,,TIPULA,TIPULA,TIPULA
TIPULIDAE,FALSE,TIPULIDAE,,TIPULIDAE,TIPULIDAE,TIPULIDAE
TORTOPUS,FALSE,TORTOPUS,,TORTOPUS,TORTOPUS,TORTOPUS
TORTOPUS PRIMUS,FALSE,TORTOPUS PRIMUS,,TORTOPUS PRIMUS,TORTOPUS,TORTOPUS PRIMUS
TRAMEA,FALSE,TRAMEA,,TRAMEA,TRAMEA,TRAMEA
TREPOBATES,FALSE,TREPOBATES,,TREPOBATES,TREPOBATES,TREPOBATES
TRIAENODES,FALSE,TRIAENODES,,TRIAENODES,TRIAENODES,TRIAENODES
TRIBELOS,FALSE,TRIBELOS,,TRIBELOS,TRIBELOS,TRIBELOS
TRIBELOS FUSCICORNE,FALSE,TRIBELOS FUSCICORNE,,TRIBELOS FUSCICORNE,TRIBELOS,TRIBELOS FUSCICORNE
TRIBELOS JUCUNDUM,FALSE,TRIBELOS JUCUNDUM,,TRIBELOS JUCUNDUM,TRIBELOS,TRIBELOS JUCUNDUM
TRICHOCORIXA,FALSE,TRICHOCORIXA,,TRICHOCORIXA,TRICHOCORIXA,TRICHOCORIXA
TRICHOPTERA,FALSE,TRICHOPTERA,,TRICHOPTERA,TRICHOPTERA,TRICHOPTERA
TRICORYTHODES,FALSE,TRICORYTHODES,,TRICORYTHODES,TRICORYTHODES,TRICORYTHODES
TROPISTERNUS,FALSE,TROPISTERNUS,,TROPISTERNUS,TROPISTERNUS,TROPISTERNUS
TROPISTERNUS COLLARIS,FALSE,TROPISTERNUS COLLARIS,,TROPISTERNUS COLLARIS,TROPISTERNUS,TROPISTERNUS COLLARIS
TROPISTERNUS LATERALIS,FALSE,TROPISTERNUS LATERALIS,,TROPISTERNUS LATERALIS,TROPISTERNUS,TROPISTERNUS LATERALIS
TROPISTERNUS LATERALIS NIMBATUS,TRUE,TROPISTERNUS LATERALIS,removed subspecies,TROPISTERNUS LATERALIS,TROPISTERNUS,TROPISTERNUS LATERALIS NIMBATUS
TUBIFICIDA,FALSE,TUBIFICIDA,,TUBIFICIDA,OLIGOCHAETA,TUBIFICIDA
UVARUS,FALSE,UVARUS,,UVARUS,UVARUS,UVARUS
UVARUS LACUSTRIS,FALSE,UVARUS LACUSTRIS,,UVARUS LACUSTRIS,UVARUS,UVARUS LACUSTRIS
VELIIDAE,FALSE,VELIIDAE,,VELIIDAE,VELIIDAE,VELIIDAE
XENOCHIRONOMUS,FALSE,XENOCHIRONOMUS,,XENOCHIRONOMUS,XENOCHIRONOMUS,XENOCHIRONOMUS
ZAVRELIMYIA,FALSE,ZAVRELIMYIA,,ZAVRELIMYIA,ZAVRELIMYIA,ZAVRELIMYIA
ZEALEUCTRA,FALSE,ZEALEUCTRA,,ZEALEUCTRA,ZEALEUCTRA,ZEALEUCTRA
ZEALEUCTRA CLAASSENI,FALSE,ZEALEUCTRA CLAASSENI,,ZEALEUCTRA CLAASSENI,ZEALEUCTRA,ZEALEUCTRA CLAASSENI
