orig_TaxaID,OTU_BCG_MO,ModifiedBCG,Notes
Libellulinae,LIBELLULINAE,FALSE,
Limnebius,LIMNEBIUS,FALSE,
Limnephilidae,LIMNEPHILIDAE,FALSE,
Limnodrilus,LIMNODRILUS,FALSE,
Limnodrilus cervix,LIMNODRILUS CERVIX,FALSE,
Limnodrilus claparedianus,LIMNODRILUS CLAPAREDIANUS,FALSE,
Limnodrilus hoffmeisteri,LIMNODRILUS HOFFMEISTERI,FALSE,
Limnodrilus udekemianus,LIMNODRILUS UDEKEMIANUS,FALSE,
Limnophila,LIMNOPHILA,FALSE,
Limnophyes,LIMNOPHYES,FALSE,
Limonia,LIMONIA,FALSE,
Liodessus,LIODESSUS,FALSE,
Lioporeus,LIOPOREUS,FALSE,
Lioporeus triangularis,LIOPOREUS TRIANGULARIS,FALSE,
Lipiniella,LIPINIELLA,FALSE,
Lirceus,LIRCEUS,FALSE,
Lopescladius,LOPESCLADIUS,FALSE,
Lumbricidae,LUMBRICIDAE,FALSE,
Lumbricina,LUMBRICINA,FALSE,
Lumbriculidae,LUMBRICULIDAE,FALSE,
Lutrochus,LUTROCHUS,FALSE,
Lymnaea,LYMNAEA,FALSE,
Lymnaeidae,LYMNAEIDAE,FALSE,
Lype diversa,LYPE DIVERSA,FALSE,
Maccaffertium,MACCAFFERTIUM,FALSE,
Maccaffertium bednariki,MACCAFFERTIUM BEDNARIKI,FALSE,
Maccaffertium exiguum,MACCAFFERTIUM EXIGUUM,FALSE,
Maccaffertium integrum,MACCAFFERTIUM INTEGRUM,FALSE,
Maccaffertium mediopunctatum,MACCAFFERTIUM MEDIOPUNCTATUM,FALSE,
Maccaffertium mexicanum integrum,MACCAFFERTIUM MEXICANUM INTEGRUM,FALSE,
Maccaffertium modestum,MACCAFFERTIUM MODESTUM,FALSE,
Maccaffertium pulchellum,MACCAFFERTIUM PULCHELLUM,FALSE,
Maccaffertium terminatum,MACCAFFERTIUM TERMINATUM,FALSE,
Maccaffertium vicarium,MACCAFFERTIUM VICARIUM,FALSE,
Macromia,MACROMIA,FALSE,
Macronychus,MACRONYCHUS,FALSE,
Macronychus glabratus,MACRONYCHUS GLABRATUS,FALSE,
Marilia,MARILIA,FALSE,
Megaloptera,MEGALOPTERA,FALSE,
Menetus,MENETUS,FALSE,
Menetus sampsoni,MENETUS SAMPSONI,FALSE,
Merragata,MERRAGATA,FALSE,
Mesocricotopus,MESOCRICOTOPUS,FALSE,
Mesosmittia,MESOSMITTIA,FALSE,
Mesovelia,MESOVELIA,FALSE,
Mesoveliidae,MESOVELIIDAE,FALSE,
Metriocnemus (n.sp.),METRIOCNEMUS,TRUE,
Metrobates,METROBATES,FALSE,
Micrasema,MICRASEMA,FALSE,
Microchironomus,MICROCHIRONOMUS,FALSE,
Microcylloepus,MICROCYLLOEPUS,FALSE,
Microcylloepus pusillus,MICROCYLLOEPUS PUSILLUS,FALSE,
Micromenetus,MICROMENETUS,FALSE,
Micropsectra,MICROPSECTRA,FALSE,
Microtendipes,MICROTENDIPES,FALSE,
Microvelia,MICROVELIA,FALSE,
Molanna,MOLANNA,FALSE,
Molophilus,MOLOPHILUS,FALSE,
Monodiamesa,MONODIAMESA,FALSE,
Monopelopia,MONOPELOPIA,FALSE,
Muscidae,MUSCIDAE,FALSE,
Mystacides,MYSTACIDES,FALSE,
Myxosargus,MYXOSARGUS,FALSE,
Nanocladius,NANOCLADIUS,FALSE,
Nasiaeschna,NASIAESCHNA,FALSE,
Nasiaeschna pentacantha,NASIAESCHNA PENTACANTHA,FALSE,
Natarsia,NATARSIA,FALSE,
Nectopsyche,NECTOPSYCHE,FALSE,
Nectopsyche albida,NECTOPSYCHE ALBIDA,FALSE,
Nectopsyche candida,NECTOPSYCHE CANDIDA,FALSE,
Nectopsyche diarina,NECTOPSYCHE DIARINA,FALSE,
Nectopsyche exquisita,NECTOPSYCHE EXQUISITA,FALSE,
Nectopsyche pavida,NECTOPSYCHE PAVIDA,FALSE,
Nectopsyche spiloma,NECTOPSYCHE SPILOMA,FALSE,
Nematomorpha,NEMATOMORPHA,FALSE,
Nemotelus,NEMOTELUS,FALSE,
Nemouridae,NEMOURIDAE,FALSE,
Neoperla,NEOPERLA,FALSE,
Neophylax,NEOPHYLAX,FALSE,
Neoplasta,NEOPLASTA,FALSE,
Neoplea,NEOPLEA,FALSE,
Neoporus,NEOPORUS,FALSE,
Neotrichia,NEOTRICHIA,FALSE,
Neozavrelia,NEOZAVRELIA,FALSE,
Nepa,NEPA,FALSE,
Neureclipsis,NEURECLIPSIS,FALSE,
Neurocordulia,NEUROCORDULIA,FALSE,
Nigronia,NIGRONIA,FALSE,
Nigronia fasciatus,NIGRONIA FASCIATUS,FALSE,
Nigronia serricornis,NIGRONIA SERRICORNIS,FALSE,
Nilotanypus,NILOTANYPUS,FALSE,
Nilothauma,NILOTHAUMA,FALSE,
Nixe,NIXE,FALSE,
Noctuidae,NOCTUIDAE,FALSE,
Notonecta,NOTONECTA,FALSE,
Notonectidae,NOTONECTIDAE,FALSE,
Nyctiophylax,NYCTIOPHYLAX,FALSE,
Ochrotrichia,OCHROTRICHIA,FALSE,
Ochthebius,OCHTHEBIUS,FALSE,
Odonata,ODONATA,FALSE,
Odontomyia,ODONTOMYIA,FALSE,
Oecetis,OECETIS,FALSE,
Oligochaeta,OLIGOCHAETA,FALSE,
Oliveridia,OLIVERIDIA,FALSE,
Omisus,OMISUS,FALSE,
Ophiogomphus,OPHIOGOMPHUS,FALSE,
Optioservus,OPTIOSERVUS,FALSE,
Optioservus sandersoni,OPTIOSERVUS SANDERSONI,FALSE,
Oreodytes,OREODYTES,FALSE,
Ormosia,ORMOSIA,FALSE,
Orthemis ferruginea,ORTHEMIS FERRUGINEA,FALSE,
Orthocladiinae,ORTHOCLADIINAE,FALSE,
Orthocladius,ORTHOCLADIUS,FALSE,
Orthocladius (Euorthocladius),ORTHOCLADIUS (EUORTHOCLADIUS),FALSE,
Orthocladius (Symposiocladius),ORTHOCLADIUS (SYMPOSIOCLADIUS),FALSE,
Orthocladius lamellatus,ORTHOCLADIUS LAMELLATUS,FALSE,
Orthocladius nimidens,ORTHOCLADIUS NIMIDENS,FALSE,
Orthocladius robaki,ORTHOCLADIUS ROBAKI,FALSE,
Orthotrichia,ORTHOTRICHIA,FALSE,
Oxyethira,OXYETHIRA,FALSE,
Pachydiplax longipennis,PACHYDIPLAX LONGIPENNIS,FALSE,
Paduniella nearctica,PADUNIELLA NEARCTICA,FALSE,
Pagastiella,PAGASTIELLA,FALSE,
Palaemonetes kadiakensis,PALAEMONETES KADIAKENSIS,FALSE,
Palmacorixa,PALMACORIXA,FALSE,
Pantala,PANTALA,FALSE,
Paraboreochlus,PARABOREOCHLUS,FALSE,
Paracapnia,PARACAPNIA,FALSE,
Paracapnia angulata,PARACAPNIA ANGULATA,FALSE,
Parachaetocladius,PARACHAETOCLADIUS,FALSE,
Parachironomus,PARACHIRONOMUS,FALSE,
Paracladopelma,PARACLADOPELMA,FALSE,
Paracloeodes,PARACLOEODES,FALSE,
Paracloeodes minutus,PARACLOEODES MINUTUS,FALSE,
Paracricotopus,PARACRICOTOPUS,FALSE,
Paracymus,PARACYMUS,FALSE,
Paradelphomyia,PARADELPHOMYIA,FALSE,
Paragnetina,PARAGNETINA,FALSE,
Paragnetina media,PARAGNETINA MEDIA,FALSE,
Parakiefferiella,PARAKIEFFERIELLA,FALSE,
Paralauterborniella,PARALAUTERBORNIELLA,FALSE,
Paraleptophlebia,PARALEPTOPHLEBIA,FALSE,
Paramerina,PARAMERINA,FALSE,
Parametriocnemus,PARAMETRIOCNEMUS,FALSE,
Paranyctiophylax,PARANYCTIOPHYLAX,FALSE,
Paraphaenocladius,PARAPHAENOCLADIUS,FALSE,
Parapoynx,PARAPOYNX,FALSE,
Paratanytarsus,PARATANYTARSUS,FALSE,
Paratendipes,PARATENDIPES,FALSE,
Pedicia,PEDICIA,FALSE,
Pelocoris,PELOCORIS,FALSE,
Peloscolex ferox,PELOSCOLEX FEROX,FALSE,
Peltodytes,PELTODYTES,FALSE,
Pentacora,PENTACORA,FALSE,
Pentagenia vittigera,PENTAGENIA VITTIGERA,FALSE,
Pentaneura,PENTANEURA,FALSE,
Pentaneura (species A),PENTANEURA (SPECIES A),FALSE,
Pericoma,PERICOMA,FALSE,
Pericoma/Telmatoscopus,PERICOMA/TELMATOSCOPUS,FALSE,
Perithemis,PERITHEMIS,FALSE,
Perlesta,PERLESTA,FALSE,
Perlidae,PERLIDAE,FALSE,
Perlinella drymo,PERLINELLA DRYMO,FALSE,
Perlinella ephyre,PERLINELLA EPHYRE,FALSE,
Perlodidae,PERLODIDAE,FALSE,
Petrophila,PETROPHILA,FALSE,
Phaenopsectra,PHAENOPSECTRA,FALSE,
Philopotamidae,PHILOPOTAMIDAE,FALSE,
Phoridae,PHORIDAE,FALSE,
Phryganeidae,PHRYGANEIDAE,FALSE,
Physella,PHYSELLA,FALSE,
Pilaria,PILARIA,FALSE,
Piscicolidae,PISCICOLIDAE,FALSE,
Pisidiidae,PISIDIIDAE,FALSE,
Pisidium,PISIDIUM,FALSE,
Planariidae,PLANARIIDAE,FALSE,
Planorbella,PLANORBELLA,FALSE,
Planorbidae,PLANORBIDAE,FALSE,
Planorbula,PLANORBULA,FALSE,
Platambus,PLATAMBUS,FALSE,
Plathemis,PLATHEMIS,FALSE,
Plathemis lydia,PLATHEMIS LYDIA,FALSE,
Platycentropus,PLATYCENTROPUS,FALSE,
Platysmittia,PLATYSMITTIA,FALSE,
Platyvelia,PLATYVELIA,FALSE,
Plauditus,PLAUDITUS,FALSE,
Plecoptera,PLECOPTERA,FALSE,
Pleurocera,PLEUROCERA,FALSE,
Pleuroceridae,PLEUROCERIDAE,FALSE,
Polycentropodidae,POLYCENTROPODIDAE,FALSE,
Polycentropus,POLYCENTROPUS,FALSE,
Polyepdilum tritum,POLYPEDILUM TRITUM,TRUE,misspelling
Polypedilum,POLYPEDILUM,FALSE,
Polypedilum aviceps,POLYPEDILUM AVICEPS,FALSE,
Polypedilum beckae,POLYPEDILUM BECKAE,FALSE,
Polypedilum convictum group,POLYPEDILUM CONVICTUM GROUP,FALSE,
Polypedilum fallax group,POLYPEDILUM FALLAX GROUP,FALSE,
Polypedilum fallax grp,POLYPEDILUM FALLAX GROUP,FALSE,
Polypedilum flavum,POLYPEDILUM FLAVUM,FALSE,
Polypedilum halterale group,POLYPEDILUM HALTERALE GROUP,FALSE,
Polypedilum halterale grp,POLYPEDILUM HALTERALE GROUP,FALSE,
Polypedilum illinoense group,POLYPEDILUM ILLINOENSE GROUP,FALSE,
Polypedilum illinoense grp,POLYPEDILUM ILLINOENSE GROUP,FALSE,
Polypedilum laetum,POLYPEDILUM LAETUM,FALSE,
Polypedilum ontario,POLYPEDILUM ONTARIO,FALSE,
Polypedilum scalaenum group,POLYPEDILUM SCALAENUM GROUP,FALSE,
Polypedilum scalaenum grp,POLYPEDILUM SCALAENUM GROUP,FALSE,
Polypedilum trigonum,POLYPEDILUM TRIGONUM,FALSE,
Polypedilum tritum,POLYPEDILUM TRITUM,FALSE,
Pomatiopsis lapidaria,POMATIOPSIS LAPIDARIA,FALSE,
Potamanthidae,POTAMANTHIDAE,FALSE,
Potamothrix,POTAMOTHRIX,FALSE,
Potamothrix bavaricus,POTAMOTHRIX BAVARICUS,FALSE,
Potamyia flava,POTAMYIA FLAVA,FALSE,
Potthastia,POTTHASTIA,FALSE,
Prionocera,PRIONOCERA,FALSE,
Procambarus,PROCAMBARUS,FALSE,
Procambarus acutus,PROCAMBARUS ACUTUS,FALSE,
Procambarus gracilis,PROCAMBARUS GRACILIS,FALSE,
Procladius,PROCLADIUS,FALSE,
Procloeon,PROCLOEON,FALSE,
Progomphus,PROGOMPHUS,FALSE,
Progomphus obscurus,PROGOMPHUS OBSCURUS,FALSE,
Prosimulium,PROSIMULIUM,FALSE,
Prostoia,PROSTOIA,FALSE,
Protoplasa fitchii,PROTOPLASA FITCHII,FALSE,
Protoptila,PROTOPTILA,FALSE,
Psectrocladius,PSECTROCLADIUS,FALSE,
Psectrotanypus,PSECTROTANYPUS,FALSE,
Psephenus herricki,PSEPHENUS HERRICKI,FALSE,
Pseudocentroptiloides,PSEUDOCENTROPTILOIDES,FALSE,
Pseudochironomus,PSEUDOCHIRONOMUS,FALSE,
Pseudocloeon,PSEUDOCLOEON,FALSE,
Pseudodiamesa,PSEUDODIAMESA,FALSE,
Pseudolimnophila,PSEUDOLIMNOPHILA,FALSE,
Pseudorthocladius,PSEUDORTHOCLADIUS,FALSE,
Pseudosmittia,PSEUDOSMITTIA,FALSE,
Pseudosuccinea,PSEUDOSUCCINEA,FALSE,
Psilometriocnemus,PSILOMETRIOCNEMUS,FALSE,
Psychoda,PSYCHODA,FALSE,
Psychodidae,PSYCHODIDAE,FALSE,
Psychomyia,PSYCHOMYIA,FALSE,
Psychomyiidae,PSYCHOMYIIDAE,FALSE,
Pteronarcyidae,PTERONARCYIDAE,FALSE,
Pteronarcys pictetii,PTERONARCYS PICTETII,FALSE,
Ptilostomis,PTILOSTOMIS,FALSE,
Ptychoptera,PTYCHOPTERA,FALSE,
Pycnopsyche,PYCNOPSYCHE,FALSE,
Pyralidae,PYRALIDAE,FALSE,
Quistadrilus multisetosus,QUISTRADRILUS MULTISETOSUS,TRUE,misspelling
Quistradrilus multisetosus,QUISTRADRILUS MULTISETOSUS,FALSE,
Ranatra,RANATRA,FALSE,
Ranatra buenoi,RANATRA BUENOI,FALSE,
Ranatra fusca,RANATRA FUSCA,FALSE,
Ranatra kirkaldyi,RANATRA KIRKALDYI,FALSE,
Ranatra nigra,RANATRA NIGRA,FALSE,
Rhabdomastix,RHABDOMASTIX,FALSE,
Rhagovelia,RHAGOVELIA,FALSE,
Rhamphomyia,RHAMPHOMYIA,FALSE,
Rhantus,RHANTUS,FALSE,
Rheocricotopus,RHEOCRICOTOPUS,FALSE,
Rheosmittia,RHEOSMITTIA,FALSE,
Rheotanytarsus,RHEOTANYTARSUS,FALSE,
Rheumatobates,RHEUMATOBATES,FALSE,
Rhithrogena,RHITHROGENA,FALSE,
Rhyacophila,RHYACOPHILA,FALSE,
Rhyacophilidae,RHYACOPHILIDAE,FALSE,
Robackia,ROBACKIA,FALSE,
Saetheria,SAETHERIA,FALSE,
Saldidae,SALDIDAE,FALSE,
Salpingidae,SALPINGIDAE,FALSE,
Scatophagidae,SCATHOPHAGIDAE,TRUE,misspelling
Scelionidae,SCELIONIDAE,FALSE,
Sciaridae,SCIARIDAE,FALSE,
Sciomyzidae,SCIOMYZIDAE,FALSE,
Scirtes,SCIRTES,FALSE,
Scirtidae,SCIRTIDAE,FALSE,
Serratella,SERRATELLA,FALSE,
Serratella frisoni,SERRATELLA FRISONI,FALSE,
Serratella serratoides,SERRATELLA SERRATOIDES,FALSE,
Setodes,SETODES,FALSE,
Shipsa rotunda,SHIPSA ROTUNDA,FALSE,
Sialidae,SIALIDAE,FALSE,
Sialis,SIALIS,FALSE,
Sigara,SIGARA,FALSE,
Silvius,SILVIUS,FALSE,
Simuliidae,SIMULIIDAE,FALSE,
Simulium,SIMULIUM,FALSE,
Siphlonuridae,SIPHLONURIDAE,FALSE,
Siphlonurus,SIPHLONURUS,FALSE,
Sisyra,SISYRA,FALSE,
Sisyridae,SISYRIDAE,FALSE,
Smittia,SMITTIA,FALSE,
Somatochlora,SOMATOCHLORA,FALSE,
Sparbarus,SPARBARUS,FALSE,
Sperchopsis,SPERCHOPSIS,FALSE,
Sphaerium (Pisidiidae),SPHAERIUM (PISIDIIDAE),FALSE,
Spirosperma,SPIROSPERMA,FALSE,
Stagnicola,STAGNICOLA,FALSE,
Stegopterna,STEGOPTERNA,FALSE,
Steinovelia,STEINOVELIA,FALSE,
Stelechomyia,STELECHOMYIA,FALSE,
Stempellina,STEMPELLINA,FALSE,
Stempellinella,STEMPELLINELLA,FALSE,
Stenacron,STENACRON,FALSE,
Stenelmis,STENELMIS,FALSE,
Stenelmis sexlineata,STENELMIS SEXLINEATA,FALSE,
Stenlemis,STENELMIS,TRUE,misspelling
Stenochironomus,STENOCHIRONOMUS,FALSE,
Stenonema femoratum,STENONEMA FEMORATUM,FALSE,
Stictochironomus,STICTOCHIRONOMUS,FALSE,
Stilocladius,STILOCLADIUS,FALSE,
Stratiomyidae,STRATIOMYIDAE,FALSE,
Stratiomys,STRATIOMYS,FALSE,
Strophopteryx,STROPHOPTERYX,FALSE,
Strophopteryx cucullata,STROPHOPTERYX CUCULLATA,FALSE,
Strophopteryx fasciata,STROPHOPTERYX FASCIATA,FALSE,
Stygobromus,STYGOBROMUS,FALSE,
Stylogomphus albistylus,STYLOGOMPHUS ALBISTYLUS,FALSE,
Stylurus,STYLURUS,FALSE,
Sublettea,SUBLETTEA,FALSE,
Suphisellus,SUPHISELLUS,FALSE,
Sympetrum,SYMPETRUM,FALSE,
Sympotthastia,SYMPOTTHASTIA,FALSE,
Synorthocladius,SYNORTHOCLADIUS,FALSE,
Syrphidae,SYRPHIDAE,FALSE,
Tabanidae,TABANIDAE,FALSE,
Tabanus,TABANUS,FALSE,
Tabanus/Whitneomyia/Atylotus,TABANUS/WHITNEOMYIA/ATYLOTUS,FALSE,
Taeniopterygidae,TAENIOPTERYGIDAE,FALSE,
Taeniopteryx,TAENIOPTERYX,FALSE,
Taeniopteryx burksi,TAENIOPTERYX BURKSI,FALSE,
Tanyderidae,TANYDERIDAE,FALSE,
Tanypodinae,TANYPODINAE,FALSE,
Tanypus,TANYPUS,FALSE,
Tanytarsus,TANYTARSUS,FALSE,
Tasserkidrilus superiorensis,TASSERKIDRILUS SUPERIORENSIS,FALSE,
Telebasis,TELEBASIS,FALSE,
Telmatoscopus,TELMATOSCOPUS,FALSE,
Teloganopsis deficiens,TELOGANOPSIS DEFICIENS,FALSE,
Telopelopia,TELOPELOPIA,FALSE,
Tetragoneuria,TETRAGONEURIA,FALSE,
Thermonectus,THERMONECTUS,FALSE,
Thienemanniella,THIENEMANNIELLA,FALSE,
Thienemannimyia group,THIENEMANNIMYIA GROUP,FALSE,
Thienemannimyia grp.,THIENEMANNIMYIA GROUP,FALSE,
Tipula,TIPULA,FALSE,
Tipulidae,TIPULIDAE,FALSE,
Tokunagaia,TOKUNAGAIA,FALSE,
Tramea,TRAMEA,FALSE,
Trepobates,TREPOBATES,FALSE,
Triaenodes,TRIAENODES,FALSE,
Tribelos,TRIBELOS,FALSE,
Trichoclinocera,TRICHOCLINOCERA,FALSE,
Trichocorixa,TRICHOCORIXA,FALSE,
Trichoptera,TRICHOPTERA,FALSE,
Tricorythodes,TRICORYTHODES,FALSE,
Trissopelopia,TRISSOPELOPIA,FALSE,
Tropisternus,TROPISTERNUS,FALSE,
Tubifex tubifex,TUBIFEX TUBIFEX,FALSE,
Tubificidae,TUBIFICIDAE,FALSE,
Tvetenia,TVETENIA,FALSE,
Tvetenia bavarica group,TVETENIA BAVARICA GROUP,FALSE,
Tvetenia bavarica grp,TVETENIA BAVARICA GROUP,FALSE,
Tvetenia vitracies,TVETENIA VITRACIES,FALSE,
Uenoidae,UENOIDAE,FALSE,
undescribed Empididae,EMPIDIDAE,FALSE,
Unionidae,UNIONIDAE,FALSE,
Uranotaenia,URANOTAENIA,FALSE,
Uvarus,UVARUS,FALSE,
Varichaetadrilus angustipenis,VARICHAETADRILUS ANGUSTIPENIS,FALSE,
Veliidae,VELIIDAE,FALSE,
Viviparus,VIVIPARUS,FALSE,
Wormaldia,WORMALDIA,FALSE,
Xenochironomus,XENOCHIRONOMUS,FALSE,
Xestochironomus,XESTOCHIRONOMUS,FALSE,
Xylotopus,XYLOTOPUS,FALSE,
Zavrelia,ZAVRELIA,FALSE,
Zavreliella,ZAVRELIELLA,FALSE,
Zavrelimyia,ZAVRELIMYIA,FALSE,
Zavrelimyia (Paramerina),ZAVRELIMYIA (PARAMERINA),FALSE,
Zealeuctra,ZEALEUCTRA,FALSE,
Zygoptera,ZYGOPTERA,FALSE,
